,date,amount,transaction_id,rate,flat_fee,product,rate_fee,total_fees
125263,2021-10-01 16:18:30,173,pr_1610295509573840173,0.03,0.0,pr,5.1899999999999995,5.1899999999999995
88634,2021-10-01 16:33:31,481,pp_1610296410898553481,0.025,2.0,pp,12.025,14.025
74601,2021-10-01 16:49:40,502,pr_1610297380372989502,0.03,0.0,pr,15.059999999999999,15.059999999999999
4390,2021-10-01 17:08:12,127,pos_1610298492012361127,0.01,2.0,pos,1.27,3.27
104295,2021-10-01 17:14:19,204,pos_1610298858726726204,0.01,2.0,pos,2.04,4.04
20349,2021-10-01 17:21:27,1822,pp_1610299286866214822,0.025,2.0,pp,45.550000000000004,47.550000000000004
59981,2021-10-01 18:57:18,861,pr_1610305038410209861,0.03,0.0,pr,25.83,25.83
22253,2021-10-01 19:33:59,1113,pp_1610307239470516113,0.025,2.0,pp,27.825000000000003,29.825000000000003
21313,2021-10-01 20:07:54,1307,pr_1610309273929794307,0.03,0.0,pr,39.21,39.21
23459,2021-10-01 20:40:36,536,pr_1610311235534825536,0.03,0.0,pr,16.08,16.08
108355,2021-10-01 20:57:05,1067,pr_1610312225066742067,0.03,0.0,pr,32.01,32.01
99695,2021-10-02 00:15:29,84,pr_1612916128516868084,0.03,0.0,pr,2.52,2.52
31531,2021-10-02 02:42:01,497,pr_1612924921017527497,0.03,0.0,pr,14.91,14.91
110368,2021-10-02 03:41:56,1250,pp_1612928516455848250,0.025,2.0,pp,31.25,33.25
94522,2021-10-02 03:44:07,311,pr_1612928646957733311,0.03,0.0,pr,9.33,9.33
99178,2021-10-02 04:25:28,223,pr_1612931128077152223,0.03,0.0,pr,6.6899999999999995,6.6899999999999995
30442,2021-10-02 05:36:57,3007,pr_1612935416832242007,0.03,0.0,pr,90.21,90.21
16326,2021-10-02 06:07:11,452,pr_1612937231359286452,0.03,0.0,pr,13.559999999999999,13.559999999999999
38609,2021-10-02 06:22:21,11,pos_1612938140823712011,0.01,2.0,pos,0.11,2.11
86756,2021-10-02 06:39:46,1601,pr_1612939186183648601,0.03,0.0,pr,48.03,48.03
110637,2021-10-02 06:40:11,1277,pp_1612939210606206277,0.025,2.0,pp,31.925,33.925
81880,2021-10-02 06:59:18,745,pr_1612940358178588745,0.03,0.0,pr,22.349999999999998,22.349999999999998
51805,2021-10-02 07:34:07,5,pos_1612942446504729005,0.01,2.0,pos,0.05,2.05
43720,2021-10-02 07:43:40,196,pr_1612943020087752196,0.03,0.0,pr,5.88,5.88
7053,2021-10-02 08:08:21,1654,pp_1612944500746460654,0.025,2.0,pp,41.35,43.35
69216,2021-10-02 08:12:17,238,pr_1612944736672552238,0.03,0.0,pr,7.14,7.14
46342,2021-10-02 08:17:00,2039,pr_1612945019850819039,0.03,0.0,pr,61.169999999999995,61.169999999999995
86630,2021-10-02 08:23:13,167,pr_1612945392775171167,0.03,0.0,pr,5.01,5.01
135572,2021-10-02 08:26:07,146,pos_1612945566737429146,0.01,2.0,pos,1.46,3.46
124684,2021-10-02 08:28:21,2668,pp_1612945701489996668,0.025,2.0,pp,66.7,68.7
94115,2021-10-02 08:43:08,2358,pr_1612946588064787358,0.03,0.0,pr,70.74,70.74
49306,2021-10-02 08:55:33,206,pos_1612947333067470206,0.01,2.0,pos,2.06,4.0600000000000005
78492,2021-10-02 09:09:29,990,pr_1612948169056363990,0.03,0.0,pr,29.7,29.7
9129,2021-10-02 09:12:41,193,pr_1612948361011443193,0.03,0.0,pr,5.79,5.79
105250,2021-10-02 09:20:29,602,pr_1612948829079599602,0.03,0.0,pr,18.06,18.06
88078,2021-10-02 09:39:22,65,pos_1612949962204414065,0.01,2.0,pos,0.65,2.65
7467,2021-10-02 09:51:31,370,pr_1612950690860530370,0.03,0.0,pr,11.1,11.1
39953,2021-10-02 10:03:12,1289,pr_1612951391926281289,0.03,0.0,pr,38.67,38.67
75355,2021-10-02 10:11:07,1278,pr_1612951866884068278,0.03,0.0,pr,38.339999999999996,38.339999999999996
2466,2021-10-02 10:31:38,319,pr_1612953098287263319,0.03,0.0,pr,9.57,9.57
75729,2021-10-02 10:36:32,43,pos_1612953392303626043,0.01,2.0,pos,0.43,2.43
131976,2021-10-02 10:52:41,348,pr_1612954361072494348,0.03,0.0,pr,10.44,10.44
82204,2021-10-02 11:00:54,2434,pp_1612954854208257434,0.025,2.0,pp,60.85,62.85
133077,2021-10-02 11:04:50,90,pr_1612955090000633090,0.03,0.0,pr,2.6999999999999997,2.6999999999999997
59083,2021-10-02 11:13:18,3119,pp_1612955597962513119,0.025,2.0,pp,77.97500000000001,79.97500000000001
71311,2021-10-02 11:18:28,913,pr_1612955907828508913,0.03,0.0,pr,27.39,27.39
104896,2021-10-02 11:19:08,224,pr_1612955947791436224,0.03,0.0,pr,6.72,6.72
121388,2021-10-02 11:19:10,71,pos_1612955950030645071,0.01,2.0,pos,0.71,2.71
99382,2021-10-02 11:38:06,2810,pr_1612957085711569810,0.03,0.0,pr,84.3,84.3
28936,2021-10-02 11:39:15,172,pos_1612957154892468172,0.01,2.0,pos,1.72,3.7199999999999998
78840,2021-10-02 12:10:04,471,pr_1612959003861492471,0.03,0.0,pr,14.129999999999999,14.129999999999999
42602,2021-10-02 12:13:26,84,pr_1612959206219312084,0.03,0.0,pr,2.52,2.52
53340,2021-10-02 12:24:54,488,pp_1612959893898190488,0.025,2.0,pp,12.200000000000001,14.200000000000001
82392,2021-10-02 12:37:44,352,pr_1612960664192789352,0.03,0.0,pr,10.559999999999999,10.559999999999999
136745,2021-10-02 12:41:02,2238,pp_1612960861852481238,0.025,2.0,pp,55.95,57.95
125348,2021-10-02 12:45:25,733,pr_1612961125020885733,0.03,0.0,pr,21.99,21.99
124504,2021-10-02 12:55:35,1502,pr_1612961734711805502,0.03,0.0,pr,45.059999999999995,45.059999999999995
110280,2021-10-02 12:58:16,39,pos_1612961895737943039,0.01,2.0,pos,0.39,2.39
99503,2021-10-02 13:09:30,65,pos_1612962570211806065,0.01,2.0,pos,0.65,2.65
6471,2021-10-02 13:12:50,310,pr_1612962770298443310,0.03,0.0,pr,9.299999999999999,9.299999999999999
64470,2021-10-02 13:25:55,1202,pr_1612963555069328202,0.03,0.0,pr,36.059999999999995,36.059999999999995
77012,2021-10-02 13:43:17,346,pos_1612964597395535346,0.01,2.0,pos,3.46,5.46
44391,2021-10-02 14:05:09,2375,pr_1612965909213943375,0.03,0.0,pr,71.25,71.25
136002,2021-10-02 15:23:22,846,pp_1612970602276959846,0.025,2.0,pp,21.150000000000002,23.150000000000002
136544,2021-10-02 15:33:04,1864,pr_1612971183903340864,0.03,0.0,pr,55.919999999999995,55.919999999999995
134540,2021-10-02 15:45:04,837,pr_1612971903911746837,0.03,0.0,pr,25.11,25.11
131748,2021-10-02 15:58:25,29,pos_1612972704684695029,0.01,2.0,pos,0.29,2.29
59274,2021-10-02 16:17:58,2133,pr_1612973877804424133,0.03,0.0,pr,63.989999999999995,63.989999999999995
35177,2021-10-02 16:19:08,2343,pp_1612973948370077343,0.025,2.0,pp,58.575,60.575
33997,2021-10-02 16:27:53,1308,pr_1612974472846124308,0.03,0.0,pr,39.24,39.24
25038,2021-10-02 16:40:55,789,pr_1612975254604076789,0.03,0.0,pr,23.669999999999998,23.669999999999998
94140,2021-10-02 17:23:49,2202,pr_1612977828747990202,0.03,0.0,pr,66.06,66.06
93990,2021-10-02 17:29:04,5,pr_1612978143913325005,0.03,0.0,pr,0.15,0.15
30894,2021-10-02 17:32:11,840,pr_1612978330866213840,0.03,0.0,pr,25.2,25.2
27949,2021-10-02 17:36:00,252,pr_1612978559811577252,0.03,0.0,pr,7.56,7.56
64974,2021-10-02 17:54:11,308,pos_1612979651232615308,0.01,2.0,pos,3.08,5.08
131711,2021-10-02 17:57:17,2536,pr_1612979837315858536,0.03,0.0,pr,76.08,76.08
102002,2021-10-02 18:19:51,977,pr_1612981191448046977,0.03,0.0,pr,29.31,29.31
10603,2021-10-02 18:50:23,683,pr_1612983022699131683,0.03,0.0,pr,20.49,20.49
87281,2021-10-02 20:47:44,897,pr_1612990064078555897,0.03,0.0,pr,26.91,26.91
28921,2021-10-03 00:27:46,2120,pp_1615336065563763120,0.025,2.0,pp,53.0,55.0
130733,2021-10-03 00:37:51,2196,pr_1615336671463562196,0.03,0.0,pr,65.88,65.88
120981,2021-10-03 03:44:34,2387,pp_1615347873523452387,0.025,2.0,pp,59.675000000000004,61.675000000000004
131577,2021-10-03 04:04:35,806,pr_1615349075186957806,0.03,0.0,pr,24.18,24.18
68444,2021-10-03 04:41:45,1115,pr_1615351304554836115,0.03,0.0,pr,33.449999999999996,33.449999999999996
35691,2021-10-03 04:47:48,189,pr_1615351667817843189,0.03,0.0,pr,5.67,5.67
76286,2021-10-03 05:18:11,227,pr_1615353490744444227,0.03,0.0,pr,6.81,6.81
18262,2021-10-03 05:41:15,2650,pr_1615354875007973650,0.03,0.0,pr,79.5,79.5
261,2021-10-03 06:51:19,889,pr_1615359078566027889,0.03,0.0,pr,26.669999999999998,26.669999999999998
30781,2021-10-03 07:10:54,1338,pr_1615360253853964338,0.03,0.0,pr,40.14,40.14
99079,2021-10-03 07:13:01,1492,pr_1615360380617460492,0.03,0.0,pr,44.76,44.76
122226,2021-10-03 07:37:14,2591,pr_1615361833770827591,0.03,0.0,pr,77.73,77.73
60208,2021-10-03 08:15:53,1046,pr_1615364152777563046,0.03,0.0,pr,31.38,31.38
130107,2021-10-03 08:23:32,22,pos_1615364612376447022,0.01,2.0,pos,0.22,2.22
86428,2021-10-03 08:32:38,80,pos_1615365158197333080,0.01,2.0,pos,0.8,2.8
54574,2021-10-03 08:36:24,565,pp_1615365383781746565,0.025,2.0,pp,14.125,16.125
2498,2021-10-03 09:01:01,337,pp_1615366861193215337,0.025,2.0,pp,8.425,10.425
95555,2021-10-03 09:03:12,911,pr_1615366992261862911,0.03,0.0,pr,27.33,27.33
64064,2021-10-03 09:03:12,2027,pp_1615366992352885027,0.025,2.0,pp,50.675000000000004,52.675000000000004
115106,2021-10-03 09:10:23,55,pr_1615367423254966055,0.03,0.0,pr,1.65,1.65
140255,2021-10-03 09:35:15,88,pos_1615368914970179088,0.01,2.0,pos,0.88,2.88
61733,2021-10-03 09:36:40,670,pr_1615368999695656670,0.03,0.0,pr,20.099999999999998,20.099999999999998
140110,2021-10-03 09:45:09,158,pos_1615369508950811158,0.01,2.0,pos,1.58,3.58
12219,2021-10-03 10:01:53,224,pos_1615370513374976224,0.01,2.0,pos,2.24,4.24
123731,2021-10-03 10:36:07,2039,pp_1615372567025960039,0.025,2.0,pp,50.975,52.975
47987,2021-10-03 10:39:43,376,pr_1615372782843771376,0.03,0.0,pr,11.28,11.28
138034,2021-10-03 11:18:35,1402,pr_1615375114833859402,0.03,0.0,pr,42.059999999999995,42.059999999999995
98965,2021-10-03 11:30:40,1593,pr_1615375839518616593,0.03,0.0,pr,47.79,47.79
124451,2021-10-03 11:34:36,887,pr_1615376075535458887,0.03,0.0,pr,26.61,26.61
19767,2021-10-03 11:37:46,642,pr_1615376266166032642,0.03,0.0,pr,19.259999999999998,19.259999999999998
95212,2021-10-03 11:38:51,730,pp_1615376330552805730,0.025,2.0,pp,18.25,20.25
43309,2021-10-03 11:56:52,74,pos_1615377412210037074,0.01,2.0,pos,0.74,2.74
21312,2021-10-03 12:15:31,6,pr_1615378530928387006,0.03,0.0,pr,0.18,0.18
129954,2021-10-03 12:22:49,1213,pr_1615378968742457213,0.03,0.0,pr,36.39,36.39
92849,2021-10-03 12:24:08,470,pr_1615379047775227470,0.03,0.0,pr,14.1,14.1
57999,2021-10-03 12:27:51,1680,pp_1615379270900849680,0.025,2.0,pp,42.0,44.0
120970,2021-10-03 12:34:30,499,pp_1615379669669541499,0.025,2.0,pp,12.475000000000001,14.475000000000001
141728,2021-10-03 12:48:08,727,pr_1615380488280958727,0.03,0.0,pr,21.81,21.81
112698,2021-10-03 12:53:34,127,pos_1615380813787114127,0.01,2.0,pos,1.27,3.27
21936,2021-10-03 12:55:32,1675,pr_1615380931538819675,0.03,0.0,pr,50.25,50.25
105346,2021-10-03 13:01:19,86,pos_1615381279425210086,0.01,2.0,pos,0.86,2.86
46007,2021-10-03 13:08:28,2617,pr_1615381708171866617,0.03,0.0,pr,78.50999999999999,78.50999999999999
100551,2021-10-03 13:09:38,115,pos_1615381778053266115,0.01,2.0,pos,1.1500000000000001,3.1500000000000004
86396,2021-10-03 13:17:59,46,pr_1615382278636866046,0.03,0.0,pr,1.38,1.38
43531,2021-10-03 13:22:36,205,pos_1615382556266923205,0.01,2.0,pos,2.05,4.05
11804,2021-10-03 13:40:43,639,pp_1615383642526461639,0.025,2.0,pp,15.975000000000001,17.975
124052,2021-10-03 13:57:01,113,pr_1615384620923773113,0.03,0.0,pr,3.3899999999999997,3.3899999999999997
57212,2021-10-03 14:01:38,26,pos_1615384897645022026,0.01,2.0,pos,0.26,2.26
73663,2021-10-03 14:17:53,516,pr_1615385873070265516,0.03,0.0,pr,15.479999999999999,15.479999999999999
3245,2021-10-03 14:22:37,157,pos_1615386156829640157,0.01,2.0,pos,1.57,3.5700000000000003
12198,2021-10-03 14:25:33,31,pos_1615386332655935031,0.01,2.0,pos,0.31,2.31
125250,2021-10-03 14:31:06,564,pr_1615386665945933564,0.03,0.0,pr,16.919999999999998,16.919999999999998
75270,2021-10-03 14:45:51,424,pr_1615387550950708424,0.03,0.0,pr,12.719999999999999,12.719999999999999
49563,2021-10-03 14:50:29,33,pp_1615387829107040033,0.025,2.0,pp,0.8250000000000001,2.825
86952,2021-10-03 15:08:42,594,pp_1615388921638488594,0.025,2.0,pp,14.850000000000001,16.85
45006,2021-10-03 15:26:00,1100,pp_1615389960086632100,0.025,2.0,pp,27.5,29.5
98470,2021-10-03 15:39:31,516,pp_1615390771280820516,0.025,2.0,pp,12.9,14.9
10181,2021-10-03 16:02:56,374,pr_1615392175915584374,0.03,0.0,pr,11.219999999999999,11.219999999999999
63305,2021-10-03 16:21:10,1053,pp_1615393269795964053,0.025,2.0,pp,26.325000000000003,28.325000000000003
107021,2021-10-03 17:03:52,759,pp_1615395831672914759,0.025,2.0,pp,18.975,20.975
105798,2021-10-03 17:30:34,143,pos_1615397433932506143,0.01,2.0,pos,1.43,3.4299999999999997
71528,2021-10-03 17:42:10,273,pp_1615398129680963273,0.025,2.0,pp,6.825,8.825
125243,2021-10-03 18:01:06,109,pos_1615399266045084109,0.01,2.0,pos,1.09,3.09
117683,2021-10-03 20:36:36,1314,pp_1615408595850466314,0.025,2.0,pp,32.85,34.85
53152,2021-10-03 20:50:03,472,pr_1615409402516913472,0.03,0.0,pr,14.16,14.16
114705,2021-10-03 21:32:05,257,pr_1615411925341416257,0.03,0.0,pr,7.71,7.71
75669,2021-10-04 00:17:38,908,pr_1618013857818420908,0.03,0.0,pr,27.24,27.24
24503,2021-10-04 00:24:00,1341,pr_1618014239769384341,0.03,0.0,pr,40.23,40.23
44345,2021-10-04 01:03:20,1267,pr_1618016599538096267,0.03,0.0,pr,38.01,38.01
31616,2021-10-04 01:20:58,94,pos_1618017657522740094,0.01,2.0,pos,0.9400000000000001,2.94
106327,2021-10-04 01:26:34,212,pr_1618017993676268212,0.03,0.0,pr,6.359999999999999,6.359999999999999
109723,2021-10-04 02:12:32,109,pos_1618020752194822109,0.01,2.0,pos,1.09,3.09
101498,2021-10-04 02:18:46,1439,pp_1618021126333779439,0.025,2.0,pp,35.975,37.975
119685,2021-10-04 03:50:50,1005,pr_1618026649776108005,0.03,0.0,pr,30.15,30.15
79537,2021-10-04 03:59:02,168,pos_1618027141814003168,0.01,2.0,pos,1.68,3.6799999999999997
108494,2021-10-04 05:03:50,1128,pr_1618031029819742128,0.03,0.0,pr,33.839999999999996,33.839999999999996
98247,2021-10-04 05:06:54,49,pos_1618031214026330049,0.01,2.0,pos,0.49,2.49
115552,2021-10-04 05:07:18,1233,pr_1618031237781387233,0.03,0.0,pr,36.99,36.99
136580,2021-10-04 05:09:44,1967,pr_1618031384056854967,0.03,0.0,pr,59.01,59.01
113808,2021-10-04 05:51:14,1086,pp_1618033874033318086,0.025,2.0,pp,27.150000000000002,29.150000000000002
138298,2021-10-04 06:05:57,7,pos_1618034756669135007,0.01,2.0,pos,0.07,2.07
56845,2021-10-04 06:12:00,126,pos_1618035119528492126,0.01,2.0,pos,1.26,3.26
34780,2021-10-04 06:44:24,568,pr_1618037064369165568,0.03,0.0,pr,17.04,17.04
97244,2021-10-04 06:46:14,1352,pr_1618037174437752352,0.03,0.0,pr,40.559999999999995,40.559999999999995
113693,2021-10-04 06:51:59,996,pp_1618037519239069996,0.025,2.0,pp,24.900000000000002,26.900000000000002
2821,2021-10-04 07:31:01,342,pr_1618039861267689342,0.03,0.0,pr,10.26,10.26
101453,2021-10-04 07:49:12,2570,pr_1618040952478899570,0.03,0.0,pr,77.1,77.1
135371,2021-10-04 07:50:34,1674,pr_1618041034301174674,0.03,0.0,pr,50.22,50.22
133932,2021-10-04 07:54:22,147,pos_1618041262197725147,0.01,2.0,pos,1.47,3.4699999999999998
100510,2021-10-04 08:22:39,66,pos_1618042959295936066,0.01,2.0,pos,0.66,2.66
73887,2021-10-04 08:28:26,972,pr_1618043306274904972,0.03,0.0,pr,29.16,29.16
125122,2021-10-04 08:43:50,773,pr_1618044229734297773,0.03,0.0,pr,23.189999999999998,23.189999999999998
99234,2021-10-04 09:05:32,3721,pr_1618045531666256721,0.03,0.0,pr,111.63,111.63
1233,2021-10-04 09:15:59,71,pos_1618046159040642071,0.01,2.0,pos,0.71,2.71
116087,2021-10-04 09:24:33,1966,pr_1618046673295793966,0.03,0.0,pr,58.98,58.98
90183,2021-10-04 09:48:58,521,pp_1618048137587541521,0.025,2.0,pp,13.025,15.025
101934,2021-10-04 10:20:08,2123,pr_1618050007920415123,0.03,0.0,pr,63.69,63.69
93476,2021-10-04 10:21:47,353,pr_1618050106550838353,0.03,0.0,pr,10.59,10.59
56227,2021-10-04 10:45:05,154,pos_1618051504720814154,0.01,2.0,pos,1.54,3.54
110455,2021-10-04 10:48:05,2500,pr_1618051684915815500,0.03,0.0,pr,75.0,75.0
31808,2021-10-04 11:15:43,138,pr_1618053343489380138,0.03,0.0,pr,4.14,4.14
31789,2021-10-04 11:22:19,1475,pr_1618053738944599475,0.03,0.0,pr,44.25,44.25
24570,2021-10-04 11:27:17,810,pp_1618054036771134810,0.025,2.0,pp,20.25,22.25
97550,2021-10-04 11:33:03,1509,pr_1618054382851786509,0.03,0.0,pr,45.269999999999996,45.269999999999996
141616,2021-10-04 11:37:52,760,pr_1618054672303436760,0.03,0.0,pr,22.8,22.8
91270,2021-10-04 11:39:16,666,pr_1618054756066452666,0.03,0.0,pr,19.98,19.98
96908,2021-10-04 11:40:54,650,pr_1618054854283579650,0.03,0.0,pr,19.5,19.5
6722,2021-10-04 11:45:13,2334,pr_1618055113427067334,0.03,0.0,pr,70.02,70.02
131920,2021-10-04 11:49:35,186,pr_1618055375012746186,0.03,0.0,pr,5.58,5.58
89150,2021-10-04 12:08:06,450,pr_1618056485866143450,0.03,0.0,pr,13.5,13.5
132378,2021-10-04 12:09:26,779,pr_1618056566226744779,0.03,0.0,pr,23.369999999999997,23.369999999999997
67117,2021-10-04 12:21:50,2049,pp_1618057310328974049,0.025,2.0,pp,51.225,53.225
66374,2021-10-04 12:35:20,2349,pr_1618058119763304349,0.03,0.0,pr,70.47,70.47
109245,2021-10-04 12:36:51,135,pr_1618058211281654135,0.03,0.0,pr,4.05,4.05
117561,2021-10-04 13:00:24,622,pr_1618059623787393622,0.03,0.0,pr,18.66,18.66
74269,2021-10-04 13:00:31,46,pr_1618059630539361046,0.03,0.0,pr,1.38,1.38
120939,2021-10-04 13:05:32,1748,pr_1618059931847240748,0.03,0.0,pr,52.44,52.44
132214,2021-10-04 13:20:15,68,pos_1618060814720006068,0.01,2.0,pos,0.68,2.68
12483,2021-10-04 13:23:25,2116,pr_1618061005149009116,0.03,0.0,pr,63.48,63.48
22038,2021-10-04 13:48:47,730,pr_1618062527471996730,0.03,0.0,pr,21.9,21.9
19094,2021-10-04 14:42:54,928,pp_1618065774359469928,0.025,2.0,pp,23.200000000000003,25.200000000000003
68294,2021-10-04 15:06:35,656,pr_1618067194741479656,0.03,0.0,pr,19.68,19.68
24625,2021-10-04 15:10:24,253,pos_1618067423528027253,0.01,2.0,pos,2.5300000000000002,4.53
14174,2021-10-04 15:17:18,34,pr_1618067838428858034,0.03,0.0,pr,1.02,1.02
135595,2021-10-04 15:35:31,318,pos_1618068930581516318,0.01,2.0,pos,3.18,5.18
68458,2021-10-04 16:09:29,1235,pr_1618070968818580235,0.03,0.0,pr,37.05,37.05
81490,2021-10-04 16:13:46,339,pr_1618071226174084339,0.03,0.0,pr,10.17,10.17
138390,2021-10-04 16:16:42,1828,pr_1618071401612920828,0.03,0.0,pr,54.839999999999996,54.839999999999996
5979,2021-10-04 16:45:00,53,pos_1618073099786302053,0.01,2.0,pos,0.53,2.5300000000000002
64176,2021-10-04 17:37:49,16,pos_1618076269435873016,0.01,2.0,pos,0.16,2.16
65437,2021-10-04 18:28:22,155,pos_1618079301687735155,0.01,2.0,pos,1.55,3.55
97761,2021-10-04 18:35:02,857,pr_1618079702129411857,0.03,0.0,pr,25.709999999999997,25.709999999999997
37969,2021-10-04 18:42:15,1189,pr_1618080135374836189,0.03,0.0,pr,35.67,35.67
70443,2021-10-04 19:30:55,792,pr_1618083055075554792,0.03,0.0,pr,23.759999999999998,23.759999999999998
106906,2021-10-04 20:20:15,151,pr_1618086014789048151,0.03,0.0,pr,4.53,4.53
30819,2021-10-04 20:35:07,216,pr_1618086907250854216,0.03,0.0,pr,6.4799999999999995,6.4799999999999995
55921,2021-10-04 20:50:06,1420,pp_1618087806279657420,0.025,2.0,pp,35.5,37.5
81650,2021-10-04 21:03:03,1259,pr_1618088582670729259,0.03,0.0,pr,37.769999999999996,37.769999999999996
108952,2021-10-04 21:07:55,2650,pr_1618088874785935650,0.03,0.0,pr,79.5,79.5
91396,2021-10-04 21:44:04,647,pr_1618091044498841647,0.03,0.0,pr,19.41,19.41
12075,2021-10-04 22:42:10,110,pos_1618094530003537110,0.01,2.0,pos,1.1,3.1
21310,2021-10-05 02:55:36,1726,pp_1620615335816246726,0.025,2.0,pp,43.150000000000006,45.150000000000006
22172,2021-10-05 03:38:05,1015,pp_1620617885134877015,0.025,2.0,pp,25.375,27.375
119476,2021-10-05 03:44:34,409,pr_1620618273524680409,0.03,0.0,pr,12.27,12.27
61108,2021-10-05 04:24:22,148,pos_1620620661924388148,0.01,2.0,pos,1.48,3.48
19314,2021-10-05 04:28:54,427,pr_1620620933570522427,0.03,0.0,pr,12.809999999999999,12.809999999999999
97954,2021-10-05 05:15:27,1141,pp_1620623727348020141,0.025,2.0,pp,28.525000000000002,30.525000000000002
70196,2021-10-05 05:32:51,1315,pr_1620624771406551315,0.03,0.0,pr,39.449999999999996,39.449999999999996
844,2021-10-05 06:06:28,806,pr_1620626787527497806,0.03,0.0,pr,24.18,24.18
17690,2021-10-05 06:36:47,843,pr_1620628606680252843,0.03,0.0,pr,25.29,25.29
52767,2021-10-05 07:00:06,1195,pp_1620630006097855195,0.025,2.0,pp,29.875,31.875
9756,2021-10-05 07:14:32,297,pos_1620630872479358297,0.01,2.0,pos,2.97,4.970000000000001
71519,2021-10-05 07:14:58,1414,pr_1620630898108509414,0.03,0.0,pr,42.42,42.42
127752,2021-10-05 07:23:01,52,pos_1620631381126504052,0.01,2.0,pos,0.52,2.52
12470,2021-10-05 07:54:58,409,pp_1620633297527583409,0.025,2.0,pp,10.225000000000001,12.225000000000001
14983,2021-10-05 07:55:14,861,pr_1620633314007655861,0.03,0.0,pr,25.83,25.83
50334,2021-10-05 08:07:41,712,pr_1620634061462720712,0.03,0.0,pr,21.36,21.36
47039,2021-10-05 08:22:28,246,pr_1620634948472163246,0.03,0.0,pr,7.38,7.38
3437,2021-10-05 08:45:23,2675,pr_1620636323195177675,0.03,0.0,pr,80.25,80.25
36535,2021-10-05 08:50:45,2418,pr_1620636644529338418,0.03,0.0,pr,72.53999999999999,72.53999999999999
34865,2021-10-05 09:02:20,46,pos_1620637340425919046,0.01,2.0,pos,0.46,2.46
101946,2021-10-05 09:42:34,832,pr_1620639753651508832,0.03,0.0,pr,24.96,24.96
90925,2021-10-05 10:00:20,594,pr_1620640819576431594,0.03,0.0,pr,17.82,17.82
68284,2021-10-05 10:00:29,410,pr_1620640828655954410,0.03,0.0,pr,12.299999999999999,12.299999999999999
97288,2021-10-05 10:09:45,149,pos_1620641385108697149,0.01,2.0,pos,1.49,3.49
37272,2021-10-05 10:14:12,147,pp_1620641651788013147,0.025,2.0,pp,3.6750000000000003,5.675000000000001
102925,2021-10-05 10:23:27,668,pr_1620642206597736668,0.03,0.0,pr,20.04,20.04
139615,2021-10-05 10:30:40,144,pos_1620642640451289144,0.01,2.0,pos,1.44,3.44
120313,2021-10-05 10:52:02,62,pos_1620643921895247062,0.01,2.0,pos,0.62,2.62
122319,2021-10-05 10:54:07,1186,pr_1620644047364357186,0.03,0.0,pr,35.58,35.58
75123,2021-10-05 11:18:28,2578,pp_1620645508329323578,0.025,2.0,pp,64.45,66.45
95456,2021-10-05 11:26:43,97,pos_1620646003145001097,0.01,2.0,pos,0.97,2.9699999999999998
48442,2021-10-05 11:31:59,1474,pr_1620646318638966474,0.03,0.0,pr,44.22,44.22
66593,2021-10-05 11:37:26,352,pr_1620646646086775352,0.03,0.0,pr,10.559999999999999,10.559999999999999
14976,2021-10-05 11:43:00,289,pr_1620646979640201289,0.03,0.0,pr,8.67,8.67
21446,2021-10-05 11:48:09,274,pr_1620647288681833274,0.03,0.0,pr,8.219999999999999,8.219999999999999
31305,2021-10-05 12:36:25,1314,pp_1620650185105256314,0.025,2.0,pp,32.85,34.85
101893,2021-10-05 12:40:42,508,pr_1620650441659408508,0.03,0.0,pr,15.24,15.24
24940,2021-10-05 12:50:29,469,pr_1620651029097267469,0.03,0.0,pr,14.07,14.07
106216,2021-10-05 12:53:03,1758,pp_1620651183030530758,0.025,2.0,pp,43.95,45.95
39289,2021-10-05 13:01:03,129,pos_1620651662583043129,0.01,2.0,pos,1.29,3.29
110942,2021-10-05 13:07:22,273,pos_1620652042058685273,0.01,2.0,pos,2.73,4.73
72198,2021-10-05 13:14:00,156,pos_1620652439583434156,0.01,2.0,pos,1.56,3.56
90281,2021-10-05 13:14:13,1357,pr_1620652453015594357,0.03,0.0,pr,40.71,40.71
5584,2021-10-05 13:14:19,643,pp_1620652459263612643,0.025,2.0,pp,16.075,18.075
103245,2021-10-05 13:45:35,3066,pr_1620654335459366066,0.03,0.0,pr,91.97999999999999,91.97999999999999
74117,2021-10-05 14:05:09,747,pr_1620655508910938747,0.03,0.0,pr,22.41,22.41
114980,2021-10-05 14:25:46,1053,pr_1620656746397393053,0.03,0.0,pr,31.59,31.59
91692,2021-10-05 15:08:17,817,pp_1620659297037319817,0.025,2.0,pp,20.425,22.425
33240,2021-10-05 15:10:56,1332,pp_1620659456170294332,0.025,2.0,pp,33.300000000000004,35.300000000000004
128727,2021-10-05 15:17:59,86,pos_1620659879152262086,0.01,2.0,pos,0.86,2.86
80102,2021-10-05 15:24:31,904,pr_1620660270788627904,0.03,0.0,pr,27.119999999999997,27.119999999999997
64970,2021-10-05 16:00:38,1140,pr_1620662438006890140,0.03,0.0,pr,34.199999999999996,34.199999999999996
110724,2021-10-05 16:12:26,755,pr_1620663145823548755,0.03,0.0,pr,22.65,22.65
109790,2021-10-05 16:43:38,594,pr_1620665017750976594,0.03,0.0,pr,17.82,17.82
63045,2021-10-05 16:50:58,5,pos_1620665457674200005,0.01,2.0,pos,0.05,2.05
